year,month,day,Site,Latitude,Longitude,Elevation,Precip,tmin,tmean,tmax,tdmean,vpdmin,vpdmax,total_butterfly_count,Unique_butterflies,tmean_previous30,tmax_previous30,tmin_previous30,PrecipSum_previous30,tmean_previous90,tmax_previous90,tmin_previous90,tmean_previous365,tmax_previous365,tmin_previous365,PrecipSum_previous90,PrecipSum_previous365,Previous30_above30,Previous90_above30,Previous365_above30,Previous30_above28,Previous90_above28,Previous365_above28,Wseason_precip,Wseason_tmean,Wseason_tmax,Wseason_tmin,Mseason_tmean,Mseason_tmin,Mseason_tmax,Mseason_precip,recent_precip1,recent_precip2,PartyHours,Total_Parties,Total_Observers,TotalDistanceMi
1983,7,30,AtascosaHighlandsAZ,31.48,-111.16,1353,2.25,20,26.5,32.9,13.2,6.9,36.4,1553,68,25.563333333333333,38.7,15.6,100.6,22.825555555555557,38.7,4.8,16.156986301369862,38.7,-5.2,105.73,669.17,28,65,105,28,70,125,417.51,11.106858678955453,30.7,-5.2,24.654910394265233,13.6,38.7,402.23,417.51,417.51,26,4,NA,NA
1984,8,5,AtascosaHighlandsAZ,31.48,-111.16,1353,8.02,18.3,25.1,31.8,14.4,4.61,31.33,5008,80,24.05666666666667,33.2,16.5,232.78,23.993333333333332,35.7,11.4,16.895616438356164,36.1,-3.6,307.64,859.52,17,65,96,26,81,135,282,12.017566608400868,30.3,-3.6,23.36347670250896,13,34.6,504.06,307.64,282,41,5,NA,NA
1985,8,17,AtascosaHighlandsAZ,31.48,-111.16,1353,0,15.7,24.2,32.6,10.6,3.8,37.93,3931,68,23.726666666666667,34,12.8,120.39,24.24,39.4,8.2,15.984109589041095,39.4,-8.7,197.53,679.61,18,67,85,25,80,130,344.98,10.776048935703312,29.4,-8.7,23.426164874551972,7.9,37.9,299.17,197.53,344.98,22,3,NA,NA
1986,8,30,AtascosaHighlandsAZ,31.48,-111.16,1353,3.32,14.7,21.5,28.3,19.2,0,16.11,4263,69,24.91,37.9,14.7,168.6,24.657777777777778,37.9,12.4,16.81205479452055,37.9,-4.5,327.3,663.14,21,67,88,28,84,128,255.64,12.465500329163923,30,-4.5,23.09688172043011,5.9,37.9,335.14,327.3,255.64,35,5,NA,NA
1987,8,22,AtascosaHighlandsAZ,31.48,-111.16,1353,1.72,16.8,23.1,29.5,14.3,3,26.06,3196,64,23.973333333333333,36,13.1,199.38,23.612222222222226,37,5,15.905205479452055,37,-8.6,232.94,527.82,16,64,76,28,82,118,189.69,11.363879745446566,30.6,-8.6,22.971720430107528,8.8,36,370.85,232.94,189.69,35,4,NA,NA
1988,8,13,AtascosaHighlandsAZ,31.48,-111.16,1353,0,16,23.9,31.8,14.1,0.59,31.3,2782,74,24.12,35.3,15.4,167.75,23.95111111111111,38.9,5.4,16.272328767123287,38.9,-8.8,226.8,623.29,18,67,94,25,78,138,229.41,11.732856083478998,32.6,-8.8,23.411863799283154,8.1,35.3,338.76,226.8,229.41,33.5,4,NA,NA
1989,8,20,AtascosaHighlandsAZ,31.48,-111.16,1353,0,18.2,23.8,29.3,15.9,2.45,23.34,1946,78,24.743333333333332,34.5,16,102.04,25.24222222222222,39.9,9.4,17.305753424657535,39.9,-9.3,145.96,433.64,23,77,126,28,88,164,193.62,12.78411784068466,34.8,-9.3,24.6794623655914,8.9,39.4,159.3,145.96,193.62,56,7,NA,NA
1990,8,18,AtascosaHighlandsAZ,31.48,-111.16,1353,0,14.3,21.6,28.9,13.9,1.42,24.08,8431,93,22.753333333333337,33.1,14.1,111.58,24.04111111111111,41.2,8.7,16.510684931506848,41.2,-8.2,316.5,561.21,13,58,100,20,73,139,224.18,11.821948650427911,32.2,-8.2,22.75043010752688,10,37,410.36,316.5,224.18,50,6,NA,NA
1991,8,10,AtascosaHighlandsAZ,31.48,-111.16,1353,7.62,17.1,23.8,30.5,13.8,2.82,29.23,963,67,24.93,34.4,15.2,44.2,22.787777777777777,36.8,6.7,15.87013698630137,36.8,-9.8,81.4,520.74,28,61,79,29,81,125,293.42,11.399838709677418,29.4,-9.8,23.711075268817204,12.4,36.8,189.67,81.4,293.42,43.5,5,NA,NA
1992,8,16,AtascosaHighlandsAZ,31.48,-111.16,1353,0,18.4,26.5,34.6,12.6,7.26,40.84,4460,98,24.516666666666666,36.6,15.2,95.99,23.465555555555554,38.6,6.6,16.382191780821916,38.6,-4.9,173.64,578.87,19,60,110,28,76,145,308.33,11.755848297049631,32.7,-4.9,23.953584229390682,12.4,38.6,294.53999999999996,173.64,308.33,62,8,NA,NA
1993,8,14,AtascosaHighlandsAZ,31.48,-111.16,1353,19.72,18.6,25.4,32.3,13.5,2.76,36.05,1635,74,25.233333333333334,36.5,14.3,73.37,24.33222222222222,38.8,6.1,16.653424657534245,38.8,-5.4,161.95,750.31,26,67,108,29,81,150,425.95,11.669799210006584,31.4,-5.4,23.689964157706093,8.3,36.5,315.77,161.95,425.95,45,5,NA,NA
1994,8,13,AtascosaHighlandsAZ,31.48,-111.16,1353,4.44,19.7,25.9,32.2,15.4,4.91,32.3,3569,64,26.35333333333333,37.5,16,57.57,25.637777777777774,40.8,7.8,16.903287671232878,40.8,-4.6,87.1,503.65,28,77,113,29,82,134,223.56,11.89130348913759,31.5,-4.6,25.22508960573477,12.8,37.7,209.53,87.1,223.56,28,4,NA,NA
1995,8,20,AtascosaHighlandsAZ,31.48,-111.16,1353,11.04,17.2,23.3,29.3,16.5,0.8,20.36,2569,76,26.833333333333332,40.3,16.2,109.21,24.122222222222224,40.3,6.1,16.41068493150685,40.3,-5,152.26,702.74,24,65,95,27,77,122,423.59,11.706620583717358,30.9,-5,25.171827956989247,11.2,40.3,245.61,152.26,423.59,51,7,NA,NA
1996,8,18,AtascosaHighlandsAZ,31.48,-111.16,1353,3.31,17.9,25.6,33.4,13,4.1,36.67,7958,68,26.013333333333332,36.4,16.6,107.03,25.255555555555556,38.1,7.7,18.076438356164385,38.1,-4.5,196.75,415.4,28,78,142,29,85,175,114.26,13.461917474442505,33.3,-4.5,24.2315770609319,10,36.4,332.31,196.75,114.26,42,7,NA,NA
1997,8,16,AtascosaHighlandsAZ,31.48,-111.16,1353,1.71,16.7,23.4,30.1,13.8,3.93,26.92,5281,81,25.24,36.1,16.2,122.38,24.65888888888889,38.9,10,16.95205479452055,38.9,-7.1,134.34,470.62,25,69,116,27,80,149,185.7,12.05999890278692,33.8,-7.1,25.24304659498208,13.9,38.9,266.39,134.34,185.7,49,6,NA,NA
1998,8,15,AtascosaHighlandsAZ,31.48,-111.16,1353,1.1,17.2,23.5,29.9,15.7,2.48,25.76,4065,86,25.05,36.5,16.6,202.5,23.986666666666668,39,8.2,16.033424657534248,39,-5.1,287.1,777.81,23,63,103,28,76,136,347.54,10.75210555189818,33.1,-5.1,24.888817204301077,11.1,38.6,406.79,287.1,347.54,53.5,6,NA,NA
1999,8,14,AtascosaHighlandsAZ,31.48,-111.16,1353,0.27,15.9,25,34.1,11.7,3.42,39.99,3688,79,23.43,34.1,15.4,147.96,23.635555555555555,38,6.9,16.90082191780822,38,-5.6,219.32,473.18,15,61,106,23,80,148,133.01999999999998,12.383842440201889,33.5,-5.6,23.91956989247312,12.8,38,343.46999999999997,219.32,133.01999999999998,64,7,NA,NA
2000,8,19,AtascosaHighlandsAZ,31.48,-111.16,1353,0,17.3,23.8,30.4,15.5,1.84,27.13,8694,74,26.15,36.6,17,108.37,25.564444444444444,38.4,13,17.971780821917807,38.4,-5.2,206.27,348.35,26,75,131,29,86,179,42.52,13.389447004608297,33.8,-5.2,24.76544802867383,11.6,37.6,217.47,206.27,42.52,65,9,NA,NA
2001,8,18,AtascosaHighlandsAZ,31.48,-111.16,1353,2.91,17.3,24.3,31.3,15.5,2.17,27.87,6059,80,24.35333333333333,34.5,16.6,112.52,24.635555555555555,38.4,10.6,16.332876712328765,38.4,-5.5,221.94,781.12,21,71,123,27,86,157,461.91,10.90229207812157,34.2,-5.5,24.39347670250896,11.7,38.4,249.68,221.94,461.91,56,6,NA,NA
2007,8,11,BoyceThompsonArboretum,33.295,-111.0946,1087,0,22.6,29,35.5,15.2,9.53,42.47,321,31,27.823333333333338,39.6,19.3,97.01000000000002,27.456666666666667,41.4,13.8,18.77068493150685,41.4,-6.8,99.02,322.35,28,82,127,29,85,157,149.43,13.43646697388633,34.4,-6.8,28.312186379928317,13.3,41.4,125.98,99.02,149.43,15,3,NA,NA
2009,9,12,BoyceThompsonArboretum,33.295,-111.0946,1087,0,20.8,27.5,34.2,10.7,10.98,41.85,144,30,27.83,38.5,18.8,21.380000000000017,28.64888888888889,39.9,16.7,19.41068493150685,39.9,-3.7,84.78000000000002,424.14,27,86,143,29,89,173,328.24,14.017287689269256,32.7,-3.7,28.34182795698925,15.7,39.9,88.32000000000001,84.78000000000002,84.78000000000002,9.5,4,NA,NA
2010,9,11,BoyceThompsonArboretum,33.295,-111.0946,1087,0,15.3,22.9,30.4,0,11.02,38.29,1081,55,27.87666666666667,38.2,15.3,30.220000000000013,28.283333333333335,40.1,14.3,18.16931506849315,40.1,-1.7,152.16000000000005,631.85,29,85,131,30,89,151,476.15,12.492510423524248,32.4,-1.7,28.0978853046595,15.3,40.1,215.69,152.16000000000005,152.16000000000005,12,3,NA,NA
2011,9,10,BoyceThompsonArboretum,33.295,-111.0946,1087,10.69,18,24.9,31.7,10.7,5.1,35.78,514,42,29.63,40.1,18,51.98000000000001,29.331111111111113,40.9,17,19.0813698630137,40.9,-9.9,147.01000000000002,394.3200000000001,30,90,138,30,90,157,180.08,13.5153050252359,35.8,-9.9,28.454910394265234,16.6,40.3,187.63,147.01000000000002,147.01000000000002,25,4,NA,NA
2012,9,15,BoyceThompsonArboretum,33.295,-111.0946,1087,0,17.6,22.3,27,5.6,10.39,27.19,408,41,26.386666666666667,35.8,17.1,58.61000000000002,28.328888888888887,40.3,17.1,19.017534246575345,40.3,-3.3,112.56000000000002,341.85,21,79,146,24,83,174,226.24,13.326442608188993,35.1,-3.3,27.525663082437276,14.9,40.3,112.56,112.56000000000002,112.56000000000002,14,3,NA,NA
2013,9,7,BoyceThompsonArboretum,33.295,-111.0946,1087,1.35,21.2,28.4,35.7,11.5,7.53,47.12,343,37,28.466666666666665,38.7,19.6,35.09000000000002,28.53,41.2,19,19.10246575342466,41.2,-7.7,84.23000000000002,332.54,30,87,136,30,89,166,227.93,13.567406188281764,33.8,-7.7,27.260286738351255,11.7,40.6,96.76,84.23000000000002,84.23000000000002,16,3,NA,NA
2014,9,6,BoyceThompsonArboretum,33.295,-111.0946,1087,0.91,19.9,26.1,32.3,14.5,4.57,33.94,634,35,26.78666666666667,36.3,18,127.53000000000002,27.97555555555556,38.3,18,19.17232876712329,38.3,-2.1,289.91,507.44000000000005,27,86,124,28,88,150,203.65,14.132399605003291,30.8,-2.1,27.097347670250898,13.9,38.3,380.82,289.91,289.91,10.5,3,14,4
2015,9,12,BoyceThompsonArboretum,33.295,-111.0946,1087,0,19.2,26.3,33.5,14.1,4.33,37.29,521,40,27.73,40.3,18,50.09000000000001,28.414444444444445,40.3,18,19.244383561643836,40.3,-3.9,126.22,497.50000000000006,27,87,120,27,87,142,288.77,14.396093921439544,31.7,-3.9,27.453655913978498,17.2,40.3,155.01,126.22,126.22,12,3,8,5
2016,9,10,BoyceThompsonArboretum,33.295,-111.0946,1087,0,20.1,26.7,33.3,13,5.18,37.98,1088,36,26.653333333333332,37.3,17.6,21.940000000000012,28.278888888888886,42.8,17.6,18.838082191780824,42.8,-3.7,82.58000000000001,371.05,28,85,133,29,87,147,237.42,13.476963822236346,35.1,-3.7,27.000967741935483,12.1,39.2,102.26,82.58000000000001,82.58000000000001,7,3,12,4
2017,9,9,BoyceThompsonArboretum,33.295,-111.0946,1087,6.07,19.7,26.4,33.2,12.7,3.57,38.7,1199,42,27.996666666666663,36.9,18.7,20.32000000000001,28.55444444444445,42.7,14.7,19.566849315068495,42.7,-2.4,136.04000000000002,486.9500000000001,30,88,140,30,89,181,316.47,14.668572525784509,31.5,-2.4,27.277813620071683,10.9,40.7,136.34,136.04000000000002,136.04000000000002,12,4,12,7
2018,9,8,BoyceThompsonArboretum,33.295,-111.0946,1087,0,20.8,27.5,34.3,11,11.12,41.66,1419,35,27.110000000000003,37.1,18.2,80.27000000000001,28.45111111111111,40.5,16.5,20.224383561643837,40.5,-2.3,152.63000000000002,205.20000000000005,29,86,152,30,89,183,44.739999999999995,15.5222492868115,33.6,-2.3,28.238817204301075,17.7,40.5,140.57,152.63000000000002,152.63000000000002,9,3,11,6
2019,9,7,BoyceThompsonArboretum,33.295,-111.0946,1087,0,24.9,30.7,36.5,13.2,15.41,47.82,177,20,29.67,39.9,19.8,24.15000000000001,29.192222222222224,39.9,17.4,18.421917808219177,39.9,-4.2,54.930000000000014,422.8,30,90,129,30,90,139,347.01,12.593994952819838,32.5,-4.2,28.38336917562724,15.5,39.9,204.43,54.930000000000014,54.930000000000014,10,4,17,9
2020,9,12,BoyceThompsonArboretum,33.295,-111.0946,1087,0,16.8,22.1,27.4,7.7,8.7,26.06,32,15,29.72,40.8,15,17.74000000000001,29.71222222222222,41.7,15,19.207671232876713,41.7,-2.9,20.310000000000016,433.47,27,86,138,28,88,159,304.06,13.19478838921553,35.1,-2.9,29.53003584229391,15,41.7,20.31,20.310000000000016,20.310000000000016,7.5,3,10,6
2021,9,11,BoyceThompsonArboretum,33.295,-111.0946,1087,0,21.7,28.8,36,9.6,9.2,48.13,4932,34,26.823333333333338,37.1,18.5,110.5,28.227777777777774,41.2,18.4,19.45205479452055,41.2,-0.8,237.03000000000003,385.16,23,76,146,28,85,173,147.83,14.1205584814571,35.9,-0.8,27.036451612903225,14.8,38.6,246.56,237.03000000000003,237.03000000000003,7,3,10,6
2017,9,4,Cottonwood,34.738,-112.0353,1071,0,18.9,28,37.2,9.2,8.37,55.01,361,39,26.413333333333338,38.7,12.5,56.31000000000001,27.423333333333332,44.9,7.4,17.416986301369864,44.9,-5.8,172.12,448.91,30,88,141,30,90,176,244.58999999999995,12.049594031160852,31.3,-5.8,25.890716845878135,4.5,43.1,185.7,172.12,172.12,8,2,4,2
2018,8,30,Cottonwood,34.738,-112.0353,1071,0,14,24.6,35.1,7.6,6.29,46.55,104,20,27.046666666666667,41,14,66.80000000000001,27.372222222222224,42.7,12.4,17.93013698630137,42.7,-7.1,172.64,239.58,30,88,154,30,89,182,39.64,12.71971253017336,33.5,-7.1,26.79720430107527,12,42.7,169.24,172.64,39.64,7,1,4,3
2019,8,29,Cottonwood,34.738,-112.0353,1071,3.32,19.3,27.9,36.6,13.5,3.66,46.49,178,36,28.46333333333333,40.9,16.1,27.69000000000001,27.305555555555557,41.5,10.1,16.334246575342465,41.5,-11.7,36.4,304.02,29,89,134,30,90,140,240.25,10.33123107307439,33.6,-11.7,27.025698924731184,8.9,41.5,102.37,36.4,240.25,11,2,4,6
2020,8,26,Cottonwood,34.738,-112.0353,1071,0.01,20.2,30.1,40.1,12.5,8.74,61.34,166,26,30.05,44.5,15.6,7.110000000000011,28.020000000000003,44.5,6.8,17.08876712328767,44.5,-6.5,22.24,365.93,30,87,143,30,89,158,273.15999999999997,10.770413687165634,36,-6.5,27.803727598566308,8.6,44.5,29.39,22.24,273.15999999999997,20,5,7,5
2021,8,26,Cottonwood,34.738,-112.0353,1071,0,17.8,28.4,38.9,10.7,7.32,58.49,616,34,26.59,40.5,15.2,41.22000000000001,27.27444444444444,45.1,11.5,17.26931506849315,45.1,-6.4,187.36,270.86,29,86,165,29,87,187,75.66999999999999,11.285142637700242,36.8,-6.4,26.52670250896057,11.6,42.7,216.68,187.36,75.66999999999999,25,4,8,3
2019,7,25,GrandCanyonNorthRim,36.1954,-112.0374,2112,0,13.2,21.3,29.5,10.4,3.6,29.8,93,21,21.76,33.9,9.9,3.259999999999997,15.826666666666668,33.9,-0.5,9.772876712328769,33.9,-16.7,98.85,669.6400000000001,14,15,34,26,30,61,470.42,3.7358283958744782,24,-16.7,20.83792114695341,3.7,34,38.64,470.42,470.42,6,1,9,1
2021,7,31,GrandCanyonNorthRim,36.1954,-112.0374,2112,3.19,13,18.9,24.9,12.6,1.11,18.05,292,26,23.146666666666665,37,13,77.92999999999999,20.087777777777777,37,0.2,11.87808219178082,37,-11.2,85.6,293.0900000000001,13,27,58,20,39,81,198.25,5.49573732718894,28.4,-11.2,21.17555555555556,4.1,37,125.13,198.25,198.25,126,4,20,6
2014,9,6,GrandCanyonSouthRim,35.989,-112.1221,2061,1.42,9.1,17.6,26.1,9.8,0.72,21.77,141,18,17.75,31.5,6.6,67.74000000000001,19.04888888888889,33.9,4.2,9.487397260273973,33.9,-22.6,132.48,275.11,2,21,22,14,57,67,88.16999999999999,4.089553434276937,23.4,-22.6,18.483405017921147,1.8,33.9,192.11,132.48,132.48,26.5,7,NA,NA
2015,8,16,GrandCanyonSouthRim,35.989,-112.1221,2061,0,13,21.8,30.7,10.3,1.97,33.43,228,22,19.033333333333335,32.3,8.6,90.41,17.93777777777778,34.2,-0.7,9.849315068493151,34.2,-16.6,163.27999999999997,477.51,6,23,24,14,39,49,176.19,5.044956111476849,24.1,-16.6,18.521290322580644,4.4,33.4,162.55,163.27999999999997,176.19,6,4,NA,NA
2014,9,20,McDowellSonoranPreserve,33.7041,-111.7791,755,0,24.5,28.6,32.8,16.8,8.26,32.81,247,32,28.63,37.6,18,79.79,30.12555555555555,40.9,18,21.595342465753426,40.9,-0.4,194.34999999999997,343.08,26,85,143,29,89,170,148.73000000000002,16.543494623655914,32.4,-0.4,29.72301075268817,15.9,40.9,227.12,194.34999999999997,194.34999999999997,8,4,28,6
2015,10,3,McDowellSonoranPreserve,33.7041,-111.7791,755,0,19.6,26.1,32.7,3.1,15.22,42.27,51,21,29.09,38.2,19.6,9.650000000000016,30.77111111111111,42.6,19.6,22.249589041095888,42.6,-0.7,41.93999999999997,258.8,28,88,150,30,90,176,141.47,17.256081852095676,33.8,-0.7,30.86476702508961,20.6,42.6,44.36,44.36,44.36,14.5,5,45,9
2016,9,17,McDowellSonoranPreserve,33.7041,-111.7791,755,0,20,26.5,33,-2.9,18.22,45.87,157,20,28.98,37.4,19,12.940000000000014,31.30333333333333,44.8,19,21.80219178082191,44.8,-0.1,78.839999999999975,219.94,29,89,150,30,90,171,136.46,16.45915037872769,37.3,-0.1,30.17802867383513,15.6,41.3,78.96000000000001,78.839999999999975,78.839999999999975,12.5,4,27,6
2017,9,23,McDowellSonoranPreserve,33.7041,-111.7791,755,0,16.6,22.3,27.9,3,10.4,28.81,65,13,30.603333333333335,40.1,16.6,1.9100000000000128,31.218888888888888,43.1,16.6,22.34164383561644,44.5,2,58.18999999999997,301.65999999999997,29,88,168,29,89,201,238.72000000000003,17.17917160412552,33.8,2,30.451039426523295,14.5,43.1,58.19,58.18999999999997,58.18999999999997,13.5,5,24,13
2018,9,29,McDowellSonoranPreserve,33.7041,-111.7791,755,0,23.5,29.7,36,4.4,20.89,51.95,1568,26,30.586666666666662,39.5,21.2,3.820000000000012,31.36333333333333,42.8,21.2,23.049589041095892,42.8,1.1,124.13999999999996,178.05999999999997,29,89,181,30,90,201,43.4,18.109914417379855,34.4,1.1,31.316594982078858,21.2,42.8,124.14,124.13999999999996,124.13999999999996,14,5,27,14
2018,9,29,McDowellSonoranPreserve,33.7041,-111.7791,755,0,23.5,29.7,36,4.4,20.89,51.95,1568,26,30.586666666666662,39.5,21.2,3.820000000000012,31.36333333333333,42.8,21.2,23.049589041095892,42.8,1.1,124.13999999999996,178.05999999999997,29,89,181,30,90,201,43.4,18.109914417379855,34.4,1.1,31.316594982078858,21.2,42.8,124.14,124.13999999999996,124.13999999999996,13.5,5,NA,NA
2019,9,28,McDowellSonoranPreserve,33.7041,-111.7791,755,0,19,23.1,27.3,14.9,4.15,20.43,47,18,29.403333333333332,40.6,18.3,66.00000000000001,31.64111111111111,42.3,18.3,20.96849315068493,42.3,-1.5,98.51999999999995,480.54,25,85,134,26,86,144,368.46,15.17866030283081,34.2,-1.5,31.44641577060932,18.3,42.3,98.52,98.51999999999995,98.51999999999995,14.5,6,34,12
2020,9,26,McDowellSonoranPreserve,33.7041,-111.7791,755,0,23.6,30.4,37.3,4.9,18.77,55.03,6,4,30.986666666666668,42.6,18,6.960000000000016,32.73,44.2,18,21.983835616438355,44.2,0.3,21.969999999999963,311.74,28,88,157,30,90,180,288.94000000000005,15.733246994014513,36.5,0.3,32.66172043010753,18,44.2,21.97,21.969999999999963,21.969999999999963,10,6,15,16
2021,9,25,McDowellSonoranPreserve,33.7041,-111.7791,755,0,22.7,26.5,30.3,11.4,8.83,30.65,9607,40,30.69,40.6,21.2,18.990000000000016,30.607777777777777,41.8,20.3,22.48821917808219,43.3,1.4,263.01,336.71,30,87,182,30,87,199,69.25999999999999,17.375627605881064,37.9,1.4,30.09559139784946,18.7,41.8,283.24,263.01,263.01,28.5,6,28,20
1986,8,23,PatagoniaAZ,31.5073,-110.7331,1434,2.7,17.9,26.4,35,14.3,2.37,39.59,4447,77,25.08,37.6,14.1,117.19,23.915555555555557,37.6,10.2,16.135890410958904,37.9,-4.9,254.79,591.13,26,68,90,29,83,128,235.59,11.69582620144832,30,-4.9,22.45100358422939,4.3,37.6,273.17,254.79,235.59,54,6,NA,NA
1987,8,15,PatagoniaAZ,31.5073,-110.7331,1434,0,15.8,22.6,29.5,10.6,5.42,29.64,1430,71,23.853333333333335,36.3,14.4,169.25,22.691111111111113,36.4,4.6,15.115616438356165,36.4,-10.1,190.6,537.61,15,57,77,25,72,109,236.83999999999995,10.320243581303489,30.5,-10.1,22.424874551971325,7.8,36.3,267.52,190.6,236.83999999999995,54,5,NA,NA
1988,8,6,PatagoniaAZ,31.5073,-110.7331,1434,0.22,17.1,21.6,26.1,17.7,0.09,13.3,1836,75,23.99,35.3,15.2,171.11,23.057777777777776,38.1,2.9,15.413698630136986,38.1,-10.1,194.18,540.28,20,68,89,25,78,127,193.07,10.767074527252502,32.2,-10.1,22.822258064516127,7.4,35.3,346.59000000000003,194.18,193.07,52,6,NA,NA
1989,8,13,PatagoniaAZ,31.5073,-110.7331,1434,0,19.1,25,31,16.4,3.28,27.69,1728,88,24.896666666666665,36.5,14.8,91.88,24.137777777777774,39.5,6.7,16.51753424657534,39.5,-10.3,108.65000000000002,434.39,23,73,115,28,85,160,166.38,11.884528198376124,34.2,-10.3,24.06193548387097,8.5,39.1,138.99,108.65000000000002,166.38,65,8,NA,NA
1990,8,11,PatagoniaAZ,31.5073,-110.7331,1434,12.91,15.9,23.3,30.7,11.6,3.64,34.31,3066,80,22.793333333333333,32.5,14.8,198.6,23.486666666666668,40.3,7.9,16.006027397260272,40.3,-8.5,304.54,531.6,12,50,92,22,71,134,183.01,11.147791310072416,31.9,-8.5,22.195089605734765,9.6,37.9,389.93,304.54,183.01,37,6,NA,NA
1991,8,6,PatagoniaAZ,31.5073,-110.7331,1434,0,17.1,23.7,30.2,10.7,6.22,29.62,3358,92,24.19333333333333,33.7,15.2,36.849999999999994,22.014444444444443,36.6,5.6,15.311506849315068,36.6,-8.9,60.11000000000001,481.43,25,52,66,29,70,106,280.18,10.876427474215491,28.5,-8.9,23.134946236559134,11.9,36.6,176.3,60.11000000000001,280.18,61,7,NA,NA
1992,8,9,PatagoniaAZ,31.5073,-110.7331,1434,0,17.1,22.8,28.5,14.4,3.93,23.22,4222,101,23.49,35.7,13.5,102.53,22.614444444444445,38.2,6.8,15.837808219178084,38.2,-4.6,214.44,667.92,14,48,87,22,68,131,337.79999999999995,11.283283012871443,31.7,-4.6,23.464659498207887,12.1,38.2,329.12,214.44,337.79999999999995,56.5,7,NA,NA
