year,month,day,Site,Latitude,Longitude,Elevation,Precip,tmin,tmean,tmax,tdmean,vpdmin,vpdmax,total_butterfly_count,Unique_butterflies,tmean_previous30,tmax_previous30,tmin_previous30,PrecipSum_previous30,tmean_previous90,tmax_previous90,tmin_previous90,tmean_previous365,tmax_previous365,tmin_previous365,PrecipSum_previous90,PrecipSum_previous365,Previous30_above30,Previous90_above30,Previous365_above30,Previous30_above28,Previous90_above28,Previous365_above28,Wseason_precip,Wseason_tmean,Wseason_tmax,Wseason_tmin,Mseason_tmean,Mseason_tmin,Mseason_tmax,Mseason_precip,recent_precip1,recent_precip2,PartyHours,Total_Parties,Total_Observers,TotalDistanceMi
1999,8,3,RamseyCanyonAZ,31.424,-110.2238,1460,9.87,16.4,23.7,31,15.5,0.68,28.65,2746,86,23.453333333333333,33.8,15.8,148.32,23.034444444444443,37.5,7.2,16.8827397260274,37.5,-5.8,173.65,345.96,10,50,107,22,74,145,66.09,12.28890168970814,33.3,-5.8,23.4378853046595,11.8,37.5,319.98,173.65,66.09,76,8,NA,NA
2000,8,5,RamseyCanyonAZ,31.424,-110.2238,1460,2.37,18.8,27.4,36,12,5.74,47.59,6975,89,26.183333333333337,37.3,16.1,48.07,24.735555555555557,38,8,17.515342465753424,38,-5.7,210.32,369.52,28,71,126,30,82,169,19.56,12.880761163197205,34.1,-5.7,24.617921146953407,11.9,37.3,232.12,210.32,19.56,56,6,NA,NA
2001,8,4,RamseyCanyonAZ,31.424,-110.2238,1460,0.63,18.1,25,31.8,16.7,1.7,28.79,3836,101,23.813333333333333,34.2,15.7,98.73,24.017777777777777,37.6,7.7,16.18986301369863,37.6,-6.4,129.41,756.64,14,64,115,25,80,146,453.51,10.724956111476848,33.7,-6.4,23.837777777777777,11.7,37.6,242.97,129.41,453.51,63,8,NA,NA
2002,8,3,RamseyCanyonAZ,31.424,-110.2238,1460,3.23,18.4,23.5,28.6,15.7,2.23,22.25,488,52,25.16,37.3,15.2,99.58,24.43777777777778,38.5,6.6,17.0972602739726,38.5,-9.7,103.06,321.76,24,70,121,28,83,168,77.32,12.183496818082071,30.8,-9.7,24.40637992831541,11.8,37.3,232.28,103.06,77.32,52,6,NA,NA
2003,8,2,RamseyCanyonAZ,31.424,-110.2238,1460,1.73,17.1,21.9,26.7,17.1,0.3,17.62,1320,68,26.726666666666667,39,16.7,84.84,24.55666666666667,39,4.9,16.91123287671233,39,-4.8,90.61,336.21,25,76,114,27,79,139,109.67,11.723762343647136,29.8,-4.8,25.131505376344087,12.7,39,213.81,90.61,109.67,47,5,NA,NA
2004,7,31,RamseyCanyonAZ,31.424,-110.2238,1460,0.03,16.7,25.1,33.5,8.6,6.1,41.71,2690,89,25.106666666666666,35.4,11.7,68.33,23.543333333333333,37,8.8,17.04082191780822,37.8,-9.1,84.61,429.4,25,67,123,29,82,157,214.09,12.254297897134382,34.5,-9.1,23.46720430107527,6.1,35.5,221.07,214.09,214.09,43.5,5,NA,NA
2005,7,31,RamseyCanyonAZ,31.424,-110.2238,1460,29.9,18.3,23.7,29,16.8,0.86,23.5,2089,85,26.98,38.8,16.4,115.9,24.26555555555555,38.8,6.4,16.427123287671233,38.8,-6.6,136.16,497.71,28,64,102,30,79,137,208.81,11.271193767829711,31,-6.6,24.572437275985664,9.2,38.8,288.46999999999997,208.81,208.81,54.5,5,NA,NA
2006,7,29,RamseyCanyonAZ,31.424,-110.2238,1460,10.72,18.5,22.8,27.1,17.3,0.53,18.28,760,64,26.98,37.3,16.1,95.89,25.356666666666666,38.3,10.2,17.65808219178082,38.3,-5.7,116.05,388.04,27,76,116,28,84,155,53.66,12.687828615317096,32.4,-5.7,23.540143369175627,10.5,37.3,340.48,53.66,53.66,49,6,NA,NA
2007,8,11,RamseyCanyonAZ,31.424,-110.2238,1460,0,18.3,24.6,30.8,16.2,1.7,28.43,2189,88,24.05,36.7,15.4,204.05,24.873333333333335,38.4,11.4,16.787123287671232,38.4,-7.9,247.24,580.98,13,65,78,21,78,121,152.54,12.026116962914198,31.6,-7.9,24.685591397849464,13.2,38.4,266.11,247.24,152.54,50,5,NA,NA
2008,8,2,RamseyCanyonAZ,31.424,-110.2238,1460,0,19.3,27.2,35,11.3,6.96,44.75,1251,90,24.543333333333333,35,16.9,192.5,23.683333333333337,38,6.6,17.297260273972604,38,-6.8,249.35,475.85,18,58,100,24,70,134,146.82,12.72061973621484,31.7,-6.8,23.560143369175627,13,35,373.52,249.35,146.82,54,7,NA,NA
2009,8,1,RamseyCanyonAZ,31.424,-110.2238,1460,0.03,18.9,26.5,34.1,9.1,8.51,43.47,1978,94,26.75,36.6,18,43.36,24.424444444444443,36.6,12,17.485753424657535,36.6,-6.5,139.05,417.5,28,67,97,30,85,145,103.73,12.930311608514373,32,-6.5,25.23598566308244,12.5,36.7,153.84,139.05,103.73,45,7,NA,NA
2010,7,31,RamseyCanyonAZ,31.424,-110.2238,1460,9.71,17.6,23.4,29.2,17.7,0.35,21.98,608,63,25.943333333333335,36.4,16.8,123.37,23.705555555555556,37.7,4.3,16.67890410958904,37.7,-4.7,123.37,530.77,23,57,103,29,76,142,304.89,11.486543778801844,31.5,-4.7,24.719820788530463,13.4,36.4,314.11,304.89,304.89,50,7,NA,NA
2011,7,30,RamseyCanyonAZ,31.424,-110.2238,1460,2.7,18.7,25.4,32,14.9,2.81,32.95,625,60,26.166666666666668,39.3,14.2,79.49,23.99,41.1,4.7,17.416986301369864,41.1,-14.7,85.78,327.67,25,69,116,29,80,156,41.44,12.634882598200573,33.2,-14.7,25.492544802867386,12.8,39.3,207.22,41.44,41.44,46.5,7,NA,NA
2012,8,4,RamseyCanyonAZ,31.424,-110.2238,1460,0,17.9,24.9,31.9,10.6,6.97,36,2966,85,24.926666666666662,35.2,15.6,133.27,24.948888888888888,40.1,8.1,17.761917808219177,40.1,-6.5,167.32,368.93,23,76,146,28,83,181,96.78,12.74989882938715,35.2,-6.5,24.545161290322586,10.9,38,271.68,167.32,96.78,56,7,NA,NA
2013,8,3,RamseyCanyonAZ,31.424,-110.2238,1460,6.81,17.4,23.5,29.7,14.4,3.25,25.44,2684,85,24.87,35.2,17.4,179.16,24.58111111111111,38.2,8.1,17.51808219178082,38.2,-10.7,203.32,428.33,17,68,120,26,78,160,108.36,12.563672372174675,32.6,-10.7,24.13326164874552,10.6,37.3,323.22,203.32,108.36,82,11,NA,NA
2014,8,2,RamseyCanyonAZ,31.424,-110.2238,1460,19.12,17.6,23.3,29.1,15.6,0.79,24.76,1078,74,25.196666666666665,35.6,17.3,166.24,24.61777777777778,37.5,7.1,17.71890410958904,37.5,-3.1,169.48,390.11,23,66,103,29,76,136,84.46000000000001,13.15717577353522,30.1,-3.1,23.828243727598565,12.1,36.3,489.28,169.48,84.46000000000001,45.5,7,14,24
2015,8,6,RamseyCanyonAZ,31.424,-110.2238,1460,0.08,21.9,28.6,35.3,9.6,11.62,47.18,3153,95,24.62,35.3,16.6,93.8,23.43111111111111,37.9,5.3,17.25178082191781,37.9,-6.7,181.97,695.84,21,59,82,27,69,112,194.4,13.120999561114768,30.6,-6.7,24.21172043010753,14.7,37.1,310.18,181.97,194.4,53,7,13,17
2016,8,1,RamseyCanyonAZ,31.424,-110.2238,1460,47.62,17.8,23.9,29.9,16.3,0.66,25,627,77,26.49,35.9,17.8,105.63,24.225555555555555,40.4,5.8,17.303561643835618,40.4,-6.6,162.92,479.6,29,61,105,30,75,137,151.45,12.52406589332062,33.4,-6.6,23.79096774193548,11.1,35.9,369.77,162.92,151.45,41.5,6,13,21
2017,8,1,RamseyCanyonAZ,31.424,-110.2238,1460,30.56,17.3,24.4,31.6,16.9,0.8,28.9,1149,74,24.693333333333335,37.7,16.7,159.98,23.955555555555556,41.4,3.4,17.654520547945207,41.4,-4.8,167.64,540.15,17,62,93,24,74,164,124.86,13.579257186745666,32.2,-4.8,23.87598566308244,8,37.7,225.29,167.64,124.86,44,6,13,11
2018,8,6,RamseyCanyonAZ,31.424,-110.2238,1460,1.18,19.9,28.3,36.8,12.7,6.82,49.31,2141,98,25.983333333333334,37.9,17.3,142.55,25.044444444444444,38.1,9.7,18.345479452054793,38.1,-5.4,180.39,341.4,24,77,139,26,83,176,108.88,14.1721044546851,33.2,-5.4,24.59272401433692,13.1,37.9,245.88,180.39,108.88,59.5,7,17,23
2019,8,1,RamseyCanyonAZ,31.424,-110.2238,1460,14.31,17.4,22.6,27.7,17.7,1.08,17.84,721,75,26.203333333333333,38.1,14.8,66.42,22.698888888888888,38.1,4.1,16.120821917808218,38.1,-7.3,79.3,440.74,28,61,108,29,69,134,251.04,11.068917050691244,31.4,-7.3,24.816021505376344,11,38.1,240.27,79.3,251.04,39.5,6,11,19
2020,7,28,RamseyCanyonAZ,31.424,-110.2238,1460,0,20,26.6,33.3,15.5,5.49,34.4,1346,93,26.53,39.5,15.9,52.07,24.787777777777777,39.5,9,17.073972602739726,39.5,-7.6,60.08,596.57,26,72,119,27,84,150,338.54999999999995,11.755962709889296,33.3,-7.6,26.20935483870968,12.3,39.5,118.38,338.54999999999995,338.54999999999995,55.5,7,12,27
2021,8,2,RamseyCanyonAZ,31.424,-110.2238,1460,0.69,18.9,25.2,31.6,17.2,2.95,27.61,1075,66,24.723333333333333,38.1,15.5,135.62,24.744444444444444,40.8,8.1,17.898082191780823,40.8,-7.1,142.15,255.58,21,69,144,26,82,176,71.44,12.75018762343647,34.5,-7.1,24.02347670250896,11.6,38.1,285.46999999999997,142.15,71.44,48,8,12,48
1991,7,27,SabinoCanyonAZ,32.3656,-110.7774,1484,0,18,25.1,32.3,13.1,5.56,33.91,66,8,25.653333333333332,36.3,17,13.050000000000008,22.084444444444443,36.3,3.1,15.744109589041097,36.3,-11,22.17999999999999,623.77,28,46,68,29,65,106,393.33,10.906579986833442,27.8,-11,24.22021505376344,13.3,36.3,187.58,393.33,393.33,4,2,NA,NA
1992,7,26,SabinoCanyonAZ,32.3656,-110.7774,1484,0,16.6,23.3,29.9,17.4,0.12,23.37,190,24,25.613333333333333,37.8,14.8,53.75000000000001,23.043333333333333,37.8,7.5,16.297260273972604,37.8,-7.4,110.42,729.75,25,52,96,28,65,139,444.80000000000007,11.309574659674771,31.2,-7.4,24.573225806451617,13.8,37.8,266.84,444.80000000000007,444.80000000000007,4.5,2,NA,NA
1993,7,30,SabinoCanyonAZ,32.3656,-110.7774,1484,0,22.7,28.6,34.4,10.5,13.67,43.33,333,36,25.296666666666667,35.8,16.1,40.11000000000001,23.745555555555555,38.1,7,16.561643835616437,38.1,-5.2,51.179999999999986,954.16,24,53,89,29,70,135,699.98,11.24145600175554,30.2,-5.2,24.25727598566308,11.1,36.8,364.68,699.98,699.98,5,2,NA,NA
1994,7,22,SabinoCanyonAZ,32.3656,-110.7774,1484,0.88,19.6,27,34.4,11.2,7.7,42.83,781,46,28.389999999999997,40,16.3,11.150000000000013,23.29,40,2,16.870136986301368,40,-4.4,52.15999999999999,704.14,27,52,98,29,63,131,346.72,11.565994075049376,31.2,-4.4,25.72021505376344,13.7,37.9,203.85,346.72,346.72,24,6,NA,NA
1995,7,29,SabinoCanyonAZ,32.3656,-110.7774,1484,0,24.6,32.6,40.7,1.5,23.06,70.67,1053,23,26.846666666666668,40.7,16.1,23.370000000000015,22.494444444444444,40.7,0.7,16.336986301369862,40.7,-4.8,29.66999999999999,749.28,26,46,94,30,56,113,537.09,11.160075707702436,29,-4.8,25.809856630824378,12.5,40.7,197.97,537.09,537.09,18,2,NA,NA
1996,7,27,SabinoCanyonAZ,32.3656,-110.7774,1484,0,19.3,26.1,32.8,15.7,3.78,32.04,118,16,26.633333333333333,36.2,16.4,63.850000000000016,24.994444444444444,37.3,7.6,18.096164383561643,40.7,-5,70.38,402.44,26,66,112,30,82,160,157.45999999999998,12.97581651570528,31.7,-5,24.441254480286737,10.9,36.2,241.35,157.45999999999998,157.45999999999998,16,3,NA,NA
1997,7,26,SabinoCanyonAZ,32.3656,-110.7774,1484,0,21.3,28.2,35,8.4,13.15,46.24,115,16,27.156666666666663,37.9,17,14.92000000000002,24.30222222222222,37.9,10.1,16.906027397260274,37.9,-6.6,49.23999999999999,486.86999999999995,27,60,98,29,72,132,258.55,11.695590300636384,32.8,-6.6,25.57,14.9,37.9,191.51,258.55,258.55,19,4,NA,NA
1998,8,1,SabinoCanyonAZ,32.3656,-110.7774,1484,8.68,18.5,24.2,29.8,16,1.76,24.31,221,22,26.266666666666666,39.5,16.3,121.26000000000002,22.993333333333336,39.5,5,15.864383561643836,39.5,-6.8,121.68999999999998,820.26,20,47,98,25,62,126,535.9,10.192783629580864,33.1,-6.8,25.390394265232977,13.2,39.5,269.98,121.68999999999998,535.9,7.5,2,NA,NA
2000,7,26,SabinoCanyonAZ,32.3656,-110.7774,1484,0,22.1,29.4,36.8,7,15.99,51.92,978,36,26.363333333333333,37.9,16.6,56.29000000000002,24.805555555555557,37.9,8.2,17.961917808219177,37.9,-4.1,98.36,368.63,25,65,118,28,79,154,69.29,13.305091371365007,33.6,-4.1,25.63236559139785,12.8,37.9,211.38,69.29,69.29,21.5,3,NA,NA
2001,7,18,SabinoCanyonAZ,32.3656,-110.7774,1484,0,17.8,23.2,28.5,15.7,1.8,22.18,379,42,25.976666666666667,38.4,16.5,77.82000000000002,23.51888888888889,38.4,0.8,16.706027397260275,38.4,-5.7,120.37999999999998,865.6899999999999,23,55,121,28,71,151,583.11,10.678477068246654,33.1,-5.7,25.11491039426523,16.2,38.4,210.23,583.11,583.11,23,4,NA,NA
2002,7,31,SabinoCanyonAZ,32.3656,-110.7774,1484,0,19.9,23.7,27.6,10.5,9.98,24.77,72,19,26.783333333333335,37.7,18,57.690000000000026,25.19,38.4,6.2,17.54191780821918,38.4,-7,57.68999999999998,314.23,27,69,122,28,80,158,136.74,12.153125960061445,30.2,-7,25.560107526881723,13.9,37.7,178.14999999999998,136.74,136.74,15,3,NA,NA
2008,7,19,SabinoCanyonAZ,32.3656,-110.7774,1484,0,20.2,27.4,34.6,12.5,6.49,42.79,216,32,26.319999999999997,38.3,15.8,93.43000000000002,22.46,38.3,5.6,16.994246575342466,38.3,-6,115.20999999999998,495.04,24,47,91,27,59,134,239.13,12.208713914931934,30.8,-6,24.401397849462366,14.1,36.3,238.77,239.13,239.13,14,2,NA,NA
2009,7,18,SabinoCanyonAZ,32.3656,-110.7774,1484,1.3,21.3,28.7,36,11.1,9.52,47.48,519,49,26.6,37.1,13.4,49.58000000000002,23.408888888888892,37.1,6.2,17.614794520547946,37.1,-5.6,70.01999999999998,365.97,27,54,102,29,73,146,141.14,12.90163704191354,31.5,-5.6,26.111541218637992,14.9,37.8,149.27,141.14,141.14,18,4,NA,NA
2010,7,17,SabinoCanyonAZ,32.3656,-110.7774,1484,0,22.9,28.6,34.4,13.3,11.73,40.57,1806,59,27.656666666666663,37.8,17.1,6.010000000000026,22.136666666666667,37.8,0.8,16.9,37.8,-3.4,36.03999999999998,510.47,30,51,121,30,61,140,400.36,11.353630678077682,32.2,-3.4,25.7178853046595,12.4,37.7,227.4,400.36,400.36,32,5,NA,NA
2011,7,16,SabinoCanyonAZ,32.3656,-110.7774,1484,0,15,25,34.9,-3.5,11.7,52.44,795,40,27.436666666666664,40,15,32.660000000000025,22.553333333333335,40,4.1,17.38027397260274,40,-12.6,33.62999999999998,475.65,29,54,118,30,64,150,220.63,12.371765415843758,34.1,-12.6,25.908566308243728,14.1,38.1,224.5,220.63,220.63,26.5,7,NA,NA
2012,7,21,SabinoCanyonAZ,32.3656,-110.7774,1484,5.34,19,26.1,33.2,14.3,2.21,38.26,216,40,26.983333333333334,37.7,16,77.86000000000003,24.47888888888889,37.7,8.2,17.54027397260274,37.7,-6.2,80.72999999999998,499.46,27,69,131,29,78,165,257.88,12.081953493299434,33.8,-6.2,25.137240143369176,13.5,38.2,244.17,257.88,257.88,18,4,NA,NA
2013,7,20,SabinoCanyonAZ,32.3656,-110.7774,1484,0.58,19.4,24.4,29.5,14.9,3.61,26.17,434,39,27.119999999999997,38.2,18.1,90.160000000000025,24.377777777777776,38.2,8.2,17.653424657534245,38.2,-9.7,92.03999999999998,462.42,27,61,113,29,72,147,198.73,12.396251920122888,31.8,-9.7,25.120179211469537,9.7,38.2,258.15,198.73,198.73,31.5,7,NA,NA
2014,7,19,SabinoCanyonAZ,32.3656,-110.7774,1484,0,21.2,27.1,32.9,6.6,14.84,40.89,359,36,26.483333333333334,36.4,16.9,145.46,23.31222222222222,37,3.8,17.73780821917808,37.1,-4,150.08999999999995,451.54,29,60,108,30,66,138,137.51,12.918891814790433,29.7,-4,24.794444444444444,12.4,37.1,333.51,137.51,137.51,33.5,5,11,22
2015,7,18,SabinoCanyonAZ,32.3656,-110.7774,1484,20.1,18.7,23.4,28.2,15.3,3.32,21.83,262,42,26.743333333333332,38,18,155.12000000000003,22.14888888888889,38,5.2,17.656164383561645,38,-5.5,234.14,822.56,27,46,91,29,55,122,421.29,13.253603247750712,30.8,-5.5,25.01458781362007,15.4,37.4,550.62,421.29,421.29,29.5,6,17,16
2016,7,16,SabinoCanyonAZ,32.3656,-110.7774,1484,0,22.4,29.1,35.8,9.4,12.71,48.41,850,56,27.376666666666665,39.9,16.7,55.160000000000046,22.621111111111112,39.9,4.9,17.30931506849315,39.9,-7.9,55.81999999999998,848.3100000000001,28,47,104,28,57,133,362.11,12.31660416335611,33.6,-7.9,24.635734767025088,10.6,36.6,219.55,362.11,362.11,45.5,9,17,25
2017,7,15,SabinoCanyonAZ,32.3656,-110.7774,1484,5.06,19.8,26.4,33.1,15.1,3.55,35.37,695,42,28.87333333333333,40.8,17,65.57000000000005,23.492222222222225,40.8,5.2,18.115068493150684,40.8,-4.2,71.28999999999998,542.16,29,59,107,30,69,156,265.07,13.623598858898395,31.4,-4.2,25.098387096774193,9.5,38.2,314.03000000000003,265.07,265.07,38.5,6,12,15
2018,7,31,SabinoCanyonAZ,32.3656,-110.7774,1484,9.69,20.5,27.1,33.6,14.7,5.74,36.96,1098,63,26.656666666666663,38.8,17.5,94.18000000000004,24.90111111111111,38.8,4.3,18.74821917808219,38.8,-4.1,134.32999999999998,393.46,25,69,130,26,77,163,161,14.440797673908271,32.5,-4.1,25.790716845878137,15.2,38.8,213.57,161,161,33.5,6,14,15
2019,7,23,SabinoCanyonAZ,32.3656,-110.7774,1484,16.91,18.5,26.3,34,14.7,1.93,38.96,900,61,27.436666666666664,37.7,16.2,25.20000000000004,22.455555555555556,37.7,4.1,16.69123287671233,38.8,-5.4,31.729999999999983,630.1,30,55,110,30,63,133,451.93,11.334410796576694,31.5,-5.4,26.006236559139783,12.5,37.7,178.01,451.93,451.93,38.5,7,12,19
2020,7,29,SabinoCanyonAZ,32.3656,-110.7774,1484,0,21.1,28.1,35.1,14,6.65,43.11,248,34,27.583333333333332,39.5,17.4,36.490000000000045,25.28777777777778,39.5,9.5,17.56904109589041,39.5,-6.5,43.78999999999998,453.27,27,71,124,28,81,146,272.38,12.072971555696803,33.6,-6.5,27.32978494623656,10.9,39.5,69.09,272.38,272.38,14.5,4,7,7
2021,7,26,SabinoCanyonAZ,32.3656,-110.7774,1484,11.29,16.1,19.1,22.1,16.7,0.5,7.49,730,43,25.48,36.6,16.1,161.79000000000005,24.094444444444445,40.1,4.2,18.252876712328767,40.1,-4.8,170.70999999999998,289.75,21,61,141,25,73,167,88.09,12.877880184331795,35,-4.8,24.508028673835128,12.1,36.6,408.88,88.09,88.09,49.5,11,20,39
2011,7,31,SantaRitaMountains,31.7268,-110.8723,1786,0.91,18.7,23.7,28.7,13.5,4.67,25.11,588,36,24.14,36.6,15.3,94.66,22.665555555555557,39.9,5.1,16.58082191780822,39.9,-15.7,96.73000000000005,490.58,16,49,77,24,64,111,195.03000000000003,12.080333552775947,31.1,-15.7,23.95605734767025,12.8,36.6,266.08,195.03000000000003,195.03000000000003,16,3,NA,NA
2012,7,29,SantaRitaMountains,31.7268,-110.8723,1786,6.14,16.5,21.6,26.7,15.3,0.88,16.83,849,52,23.25,33.9,14.6,121.35,23.032222222222224,37.3,6.7,16.653698630136986,37.3,-6.9,165.61000000000004,564.15,11,49,86,19,64,126,226.21,11.864096615286826,32.3,-6.9,22.7863082437276,12.5,35.3,383.3,226.21,226.21,18.5,5,NA,NA
2013,7,28,SantaRitaMountains,31.7268,-110.8723,1786,2.23,18.8,23.7,28.7,14.9,3.27,22.92,1071,56,23.856666666666666,36.4,15.9,86.67999999999999,22.99888888888889,37,6.6,16.63671232876712,37,-10.5,86.68000000000004,532.36,10,41,59,19,64,102,177.58999999999995,12.106195962255873,29.9,-10.5,22.96505376344086,9.3,36.4,305,177.58999999999995,177.58999999999995,26.5,5,NA,NA
2014,7,27,SantaRitaMountains,31.7268,-110.8723,1786,5.84,18.4,24.6,30.8,12.9,5.93,30.08,1067,58,24.39,34.8,16.6,152.1,23.162222222222223,36.2,4.9,16.986027397260273,36.2,-4,152.25000000000003,493.36,15,54,74,27,70,108,120.56,12.566086240947993,28.2,-4,22.595089605734767,10.6,33.8,441.19,120.56,120.56,27,4,11,8
2015,7,26,SantaRitaMountains,31.7268,-110.8723,1786,0,19.6,24.7,29.8,8.1,8.81,30.39,4878,84,23.04,32.9,14.8,133.67999999999998,21.07111111111111,36.8,3.4,16.495342465753424,36.8,-7.7,155.97000000000003,677.4300000000001,10,31,43,19,48,77,226.53,12.819689488698703,27.9,-7.7,22.95845878136201,14.1,34,447.4,226.53,226.53,43,6,17,21
2016,7,31,SantaRitaMountains,31.7268,-110.8723,1786,5.2,16.7,22.7,28.7,15.3,1.89,21.38,1587,68,25.423333333333332,35.1,16.3,73.55999999999999,23.03777777777778,38.4,3.9,16.63808219178082,38.4,-9.2,116.95000000000005,674.23,25,48,66,28,61,104,244.65,12.190113353461518,31.2,-9.2,23.012544802867385,10.3,35.1,446.73,244.65,244.65,40.5,6,13,20
2017,7,26,SantaRitaMountains,31.7268,-110.8723,1786,0.07,17.5,23.3,29,15,1.67,23.24,998,55,24.36,35.7,15.8,180.56,22.723333333333336,39.6,2.9,17.344931506849314,39.6,-4.7,188.25000000000009,753.5500000000001,16,48,66,21,60,110,168.74,13.495624314241825,30.3,-4.7,22.920501792114695,10,35.3,320.54,168.74,168.74,38,6,11,21
2018,7,29,SantaRitaMountains,31.7268,-110.8723,1786,0.09,19.3,24.1,28.8,15.6,4.1,20.55,2994,71,24.543333333333333,36.7,15.2,100.63,23.413333333333338,36.7,4.2,18.15917808219178,36.7,-4.7,132.57000000000005,392.05,16,52,67,25,71,128,137.21,14.605859117840684,31.2,-4.7,23.798458781362008,14.2,36.7,301.51,137.21,137.21,58.5,9,16,23
2019,7,28,SantaRitaMountains,31.7268,-110.8723,1786,0,20,26.4,32.7,12.4,8.19,34.5,1100,69,25.846666666666668,37,16.6,53.49999999999999,21.397777777777776,37,3,15.741643835616438,37,-7.4,65.36000000000004,816.34,25,46,69,28,54,101,550.01,10.956926706166335,29.8,-7.4,23.90089605734767,11.2,36.8,279.52,550.01,550.01,37.5,6,18,12
2020,7,31,SantaRitaMountains,31.7268,-110.8723,1786,0,23.8,29.3,34.8,6.8,19.06,45.72,1803,76,26.196666666666665,38.2,15.8,98.73,24.294444444444444,38.2,8.6,16.840273972602738,38.2,-6.1,122.71000000000004,715.4100000000001,24,58,87,27,72,123,404.53,11.85201599660999,31.9,-6.1,25.752114695340502,11.9,38.2,187.04,404.53,404.53,60,10,16,44
2021,7,31,SantaRitaMountains,31.7268,-110.8723,1786,4.34,17,21.6,26.2,14.1,3.41,17.52,1496,42,22.833333333333332,34.5,14.5,253.72,23.27444444444445,39.8,7.4,17.471506849315066,39.8,-5.9,261.56000000000006,426.37000000000006,9,45,111,19,66,144,76.5,12.649283519859557,33.9,-5.9,22.63903225806452,11.3,34.5,427.2999999999999,76.5,76.5,36,6,10,17
1999,7,23,SycamoreCreekAZ,33.8,-111.48,958,10.06,22.1,29,35.9,16,7.99,40.6,195,14,29.23,40.5,18.6,86.38,24.683333333333337,40.5,4.6,19.113698630136987,42.1,-2.7,86.43000000000002,416.28,30,65,139,30,74,161,261.98,13.793762343647137,33.8,-2.7,27.843333333333337,16.7,40.5,227.87,261.98,261.98,10,4,NA,NA
2000,7,22,SycamoreCreekAZ,33.8,-111.48,958,0,25.7,32.5,39.3,10,19.93,58.81,58,5,29.526666666666664,42.2,19,11.249999999999991,27.068888888888885,42.2,9.8,20.30767123287671,42.2,-2.5,14.490000000000022,270.46,30,83,177,30,84,202,114.48,15.180558821971502,35.7,-2.5,29.18168458781362,14.1,42.2,72.30000000000001,114.48,114.48,6,3,NA,NA
2004,7,28,SycamoreCreekAZ,33.8,-111.48,958,3.08,21,28.5,35.9,12.4,7.47,46.15,131,17,29.53666666666667,41.2,16.7,26.299999999999983,26.778888888888886,41.2,10.8,20.133698630136987,43,-4,26.300000000000026,389.15,30,78,167,30,87,189,276.6,14.717552836484984,37.5,-4,28.1184229390681,11.6,41.2,112.7,276.6,276.6,5.3,3,NA,NA
